order_id,order_date,store_location,lens_type,lens_index,power,coating,frame_type,inventory_available,current_stage,sla_hours,time_in_stage_hours,total_processing_hours,qc_failed,reorder_required,delay_reason,delayed
5290,2024-10-01,Delhi,Progressive,1.56,-7.82,Blue Cut,Aviator,1,Delivered,120,2,197,0,0,,0
5291,2026-03-25,Chennai,Bifocal,1.6,1.31,Anti Glare,Aviator,1,Delivered,96,31,79,0,0,,0
5292,2024-08-26,Hyderabad,Progressive,1.56,-1.98,UV Protection,Rimless,1,Packing,120,6,89,0,0,,0
5293,2024-10-01,Hyderabad,Single Vision,1.67,4.58,UV Protection,Full Rim,1,Delivered,48,63,25,0,0,,0
5294,2024-12-02,Mumbai,Single Vision,1.56,-0.1,Photochromic,Rimless,1,Shipped,48,15,48,0,0,,0
5295,2025-05-07,Hyderabad,Single Vision,1.56,-6.41,Anti Glare,Half Rim,1,Order Placed,48,27,36,0,0,,0
5296,2025-08-29,Chennai,Single Vision,1.56,1.64,Anti Glare,Half Rim,1,Delivered,48,57,58,0,0,,0
5297,2026-04-24,Hyderabad,Progressive,1.67,-0.01,UV Protection,Rimless,0,Coating,120,29,105,0,0,Logistics Delay,1
5298,2025-10-24,Delhi,Single Vision,1.6,-7.67,UV Protection,Full Rim,1,Delivered,48,14,61,0,0,,0
5299,2025-08-11,Hyderabad,Bifocal,1.6,3.88,Photochromic,Sports,0,Order Placed,96,67,91,0,0,,0
5300,2025-01-25,Bangalore,Single Vision,1.67,-5.26,Anti Glare,Full Rim,1,Assembly,48,59,69,0,0,,0
5301,2026-02-04,Mumbai,Single Vision,1.74,-7.54,Blue Cut,Aviator,1,Lens Cutting,48,15,58,0,0,,0
5302,2024-12-02,Bangalore,Bifocal,1.74,-2.04,Photochromic,Rimless,0,Prescription Verification,96,71,106,0,0,Inventory Shortage,1
5303,2024-11-15,Delhi,Bifocal,1.67,-7.44,Photochromic,Half Rim,1,Lens Cutting,96,30,154,0,0,,0
5304,2025-01-31,Delhi,Single Vision,1.56,-1.45,Blue Cut,Sports,1,Delivered,48,52,35,0,0,,0
5305,2025-03-22,Bangalore,Single Vision,1.6,4.6,Photochromic,Full Rim,1,Assembly,48,19,35,0,0,,0
5306,2025-04-18,Bangalore,Bifocal,1.6,-2.92,UV Protection,Sports,1,QC,96,9,119,0,0,,0
5307,2026-02-04,Chennai,Single Vision,1.5,-2.62,Photochromic,Sports,1,Lens Cutting,48,45,37,0,0,,0
5308,2025-05-13,Mumbai,Single Vision,1.56,-4.87,Anti Glare,Rimless,1,QC,48,72,50,0,0,,0
5309,2025-10-10,Delhi,Bifocal,1.5,-7.72,Anti Glare,Rimless,1,QC,96,7,75,0,0,,0
5310,2025-10-05,Chennai,Single Vision,1.5,-3.83,UV Protection,Sports,1,Coating,48,12,41,0,0,,0
5311,2025-08-15,Hyderabad,Single Vision,1.74,-2.26,Photochromic,Sports,1,Order Placed,48,70,50,0,0,,0
5312,2025-10-15,Mumbai,Progressive,1.67,1.7,Photochromic,Sports,0,Packing,120,53,157,0,0,Inventory Shortage,1
5313,2024-09-06,Chennai,Single Vision,1.67,-5.72,Blue Cut,Half Rim,1,Packing,48,30,74,0,0,,0
5314,2025-12-07,Hyderabad,Progressive,1.56,-6.22,Photochromic,Aviator,1,Order Placed,120,37,106,0,0,,0
5315,2026-03-05,Mumbai,Single Vision,1.74,3.67,UV Protection,Sports,1,Delivered,48,30,49,0,0,,0
5316,2026-06-03,Delhi,Progressive,1.6,0.77,Photochromic,Aviator,0,Coating,120,27,160,0,0,Logistics Delay,1
5317,2025-02-27,Chennai,High Index,1.74,1.36,Anti Glare,Full Rim,0,QC,168,52,267,0,0,Machine Downtime,1
5318,2025-10-07,Hyderabad,Bifocal,1.67,1.08,Photochromic,Full Rim,1,Coating,96,71,168,0,0,,0
5319,2024-08-31,Chennai,Single Vision,1.67,0.0,Blue Cut,Rimless,1,Assembly,48,71,25,0,0,,0
5320,2025-06-21,Delhi,Bifocal,1.67,1.64,UV Protection,Rimless,1,Shipped,96,29,91,0,0,,0
5321,2024-12-08,Bangalore,High Index,1.56,1.63,Anti Glare,Rimless,1,Coating,168,12,261,0,0,,0
5322,2024-07-23,Bangalore,Single Vision,1.74,-2.32,Photochromic,Half Rim,1,Lens Cutting,48,50,47,1,1,,0
5323,2025-07-22,Bangalore,Single Vision,1.5,-3.37,Photochromic,Rimless,1,QC,48,51,77,0,0,,0
5324,2026-05-15,Delhi,Bifocal,1.56,-2.97,Photochromic,Rimless,1,Assembly,96,52,56,0,0,,0
5325,2026-06-05,Bangalore,High Index,1.6,-6.37,UV Protection,Full Rim,0,Delivered,168,27,125,0,0,,0
5326,2024-10-10,Mumbai,Single Vision,1.6,-3.05,UV Protection,Aviator,1,QC,48,17,41,0,0,,0
5327,2026-05-10,Delhi,Single Vision,1.67,4.34,Blue Cut,Aviator,1,QC,48,20,35,0,0,,0
5328,2026-04-11,Chennai,Progressive,1.74,3.63,Blue Cut,Sports,1,Order Placed,120,4,214,0,0,,0
5329,2024-08-24,Chennai,Progressive,1.74,5.78,Anti Glare,Aviator,1,Delivered,120,68,204,0,0,,0
5330,2026-04-07,Chennai,Single Vision,1.67,1.0,Anti Glare,Half Rim,1,Packing,48,5,49,0,0,,0
5331,2025-09-28,Mumbai,Progressive,1.5,-1.27,Photochromic,Full Rim,1,Coating,120,24,209,0,0,,0
5332,2025-10-25,Mumbai,Single Vision,1.5,3.07,UV Protection,Half Rim,1,Packing,48,45,72,0,0,,0
5333,2025-10-05,Hyderabad,Progressive,1.5,-1.06,Blue Cut,Half Rim,1,Order Placed,120,66,179,0,0,,0
5334,2025-09-06,Bangalore,Bifocal,1.67,-0.84,Anti Glare,Aviator,0,Assembly,96,57,122,0,0,Logistics Delay,1
5335,2026-05-28,Bangalore,Single Vision,1.74,5.82,Anti Glare,Half Rim,1,Coating,48,26,35,0,0,,0
5336,2024-10-05,Mumbai,Bifocal,1.74,4.77,Photochromic,Sports,1,Shipped,96,53,96,0,0,,0
5337,2025-07-12,Bangalore,Bifocal,1.56,5.31,Anti Glare,Sports,1,Assembly,96,22,48,0,0,,0
5338,2025-03-22,Bangalore,Single Vision,1.74,1.12,Blue Cut,Rimless,1,Order Placed,48,46,78,0,0,,0
5339,2024-09-16,Delhi,High Index,1.6,3.4,Photochromic,Full Rim,1,Prescription Verification,168,23,234,0,0,,0
5340,2024-09-17,Chennai,Single Vision,1.74,4.37,UV Protection,Sports,1,QC,48,11,33,0,0,,0
5341,2025-03-15,Hyderabad,Single Vision,1.6,-6.96,UV Protection,Rimless,1,Assembly,48,13,42,0,0,,0
5342,2024-11-20,Hyderabad,Progressive,1.74,-5.28,Photochromic,Sports,1,Packing,120,41,155,0,0,,0
5343,2025-03-01,Delhi,Progressive,1.5,2.31,Anti Glare,Sports,0,Delivered,120,10,102,0,0,,0
5344,2024-06-22,Mumbai,Single Vision,1.74,0.68,UV Protection,Half Rim,1,Order Placed,48,8,69,0,0,,0
5345,2024-11-23,Hyderabad,Single Vision,1.5,-2.07,Anti Glare,Half Rim,1,Prescription Verification,48,3,60,0,0,,0
5346,2026-05-06,Hyderabad,Bifocal,1.74,3.67,Photochromic,Aviator,1,Packing,96,49,168,0,0,,0
5347,2025-04-17,Bangalore,Progressive,1.5,-7.95,UV Protection,Sports,0,Delivered,120,43,162,0,0,Supplier Delay,1
5348,2025-06-19,Hyderabad,Single Vision,1.67,-1.7,Blue Cut,Aviator,1,Assembly,48,12,82,0,0,,0
5349,2025-06-27,Bangalore,High Index,1.6,-1.88,UV Protection,Rimless,0,Lens Cutting,168,10,167,0,0,,0
5350,2024-10-31,Bangalore,Single Vision,1.5,-2.32,Anti Glare,Full Rim,1,Assembly,48,40,30,0,0,,0
5351,2025-07-29,Chennai,High Index,1.56,-6.76,UV Protection,Sports,0,Delivered,168,39,269,0,0,Inventory Shortage,1
5352,2025-11-08,Chennai,Single Vision,1.5,-2.72,Anti Glare,Full Rim,0,Prescription Verification,48,5,60,0,0,Logistics Delay,1
5353,2024-11-12,Chennai,Progressive,1.6,2.28,Photochromic,Half Rim,0,Lens Cutting,120,7,115,1,1,Inventory Shortage,1
5354,2025-02-23,Mumbai,Single Vision,1.6,-5.73,UV Protection,Full Rim,1,Shipped,48,69,59,0,0,,0
5355,2025-10-26,Mumbai,Single Vision,1.56,-6.48,UV Protection,Rimless,1,Packing,48,2,56,0,0,,0
5356,2025-08-31,Hyderabad,Single Vision,1.5,2.55,Blue Cut,Full Rim,1,Order Placed,48,37,34,0,0,,0
5357,2025-07-16,Bangalore,Single Vision,1.56,2.64,UV Protection,Sports,1,Packing,48,2,65,0,0,,0
5358,2024-09-10,Hyderabad,Bifocal,1.67,-5.26,Blue Cut,Full Rim,1,QC,96,49,154,0,0,,0
5359,2026-03-20,Chennai,Bifocal,1.67,-7.82,Photochromic,Rimless,1,Shipped,96,5,53,0,0,,0
5360,2024-10-10,Chennai,Single Vision,1.74,2.05,Blue Cut,Full Rim,1,Shipped,48,49,62,0,0,,0
5361,2025-01-23,Hyderabad,Single Vision,1.5,2.64,UV Protection,Half Rim,1,Assembly,48,60,77,0,0,,0
5362,2026-01-23,Hyderabad,Single Vision,1.5,-6.13,Anti Glare,Full Rim,1,Order Placed,48,28,75,0,0,,0
5363,2025-10-25,Mumbai,Single Vision,1.67,5.81,Blue Cut,Half Rim,1,Coating,48,45,38,0,0,,0
5364,2025-04-08,Bangalore,Single Vision,1.67,4.79,Anti Glare,Full Rim,1,Lens Cutting,48,35,59,0,0,,0
5365,2026-03-27,Bangalore,Progressive,1.6,-3.73,Blue Cut,Rimless,0,Prescription Verification,120,46,105,1,1,Machine Downtime,1
5366,2024-09-16,Bangalore,Single Vision,1.5,-4.62,Anti Glare,Rimless,1,QC,48,21,30,0,0,,0
5367,2025-10-01,Hyderabad,Progressive,1.67,0.88,UV Protection,Rimless,1,Shipped,120,14,62,0,0,,0
5368,2025-06-08,Chennai,Progressive,1.5,3.32,Photochromic,Aviator,0,Delivered,120,62,75,1,1,Machine Downtime,1
5369,2025-10-22,Bangalore,Bifocal,1.56,0.95,Anti Glare,Full Rim,1,QC,96,64,129,0,0,,0
5370,2024-09-05,Delhi,Single Vision,1.67,0.9,Photochromic,Aviator,1,Order Placed,48,22,26,0,0,,0
5371,2024-11-05,Bangalore,Progressive,1.56,-3.67,Photochromic,Aviator,1,Delivered,120,3,120,0,0,,0
5372,2026-04-03,Hyderabad,Progressive,1.5,5.94,UV Protection,Sports,0,Lens Cutting,120,56,175,0,0,Inventory Shortage,1
5373,2024-06-28,Delhi,Progressive,1.67,3.52,Anti Glare,Aviator,1,Order Placed,120,61,61,0,0,,0
5374,2025-10-06,Mumbai,Progressive,1.67,2.54,Blue Cut,Sports,0,Lens Cutting,120,47,203,0,0,Machine Downtime,1
5375,2025-09-04,Delhi,Single Vision,1.5,-1.55,Blue Cut,Full Rim,1,Prescription Verification,48,32,38,0,0,,0
5376,2025-10-03,Bangalore,Progressive,1.5,-5.25,Photochromic,Sports,0,QC,120,72,80,0,0,,0
5377,2025-05-22,Delhi,Bifocal,1.56,-1.49,UV Protection,Full Rim,0,Packing,96,26,73,0,0,,0
5378,2025-12-15,Bangalore,Progressive,1.5,-5.41,Blue Cut,Half Rim,1,Packing,120,56,151,0,0,,0
5379,2024-08-22,Delhi,Bifocal,1.67,3.14,Anti Glare,Rimless,0,Coating,96,56,87,0,0,Supplier Delay,1
5380,2025-11-20,Mumbai,Single Vision,1.5,3.81,Photochromic,Sports,1,QC,48,51,61,0,0,,0
5381,2024-06-26,Hyderabad,Single Vision,1.67,1.89,Photochromic,Sports,1,Packing,48,19,32,0,0,,0
5382,2025-01-05,Mumbai,Single Vision,1.5,2.59,Photochromic,Aviator,1,QC,48,26,45,0,0,,0
5383,2025-03-23,Delhi,Bifocal,1.5,4.15,UV Protection,Sports,1,Shipped,96,22,88,1,1,,0
5384,2025-02-23,Hyderabad,Single Vision,1.67,5.34,UV Protection,Rimless,1,Assembly,48,46,49,0,0,,0
5385,2025-05-08,Mumbai,High Index,1.6,4.76,Anti Glare,Full Rim,0,Delivered,168,44,223,1,1,Inventory Shortage,1
5386,2026-05-16,Hyderabad,Single Vision,1.5,5.85,Blue Cut,Sports,1,Assembly,48,29,54,0,0,,0
5387,2026-02-10,Bangalore,Progressive,1.6,-3.57,UV Protection,Half Rim,0,Prescription Verification,120,55,105,1,1,Machine Downtime,1
5388,2024-10-30,Hyderabad,Progressive,1.5,-1.95,Photochromic,Half Rim,1,QC,120,54,61,0,0,,0
5389,2024-08-27,Mumbai,Progressive,1.6,0.29,Blue Cut,Sports,1,Coating,120,67,191,0,0,,0
5390,2024-06-21,Delhi,High Index,1.6,2.09,Anti Glare,Half Rim,1,QC,168,64,296,0,0,,0
5391,2024-11-22,Mumbai,Progressive,1.56,-1.47,UV Protection,Half Rim,1,QC,120,28,209,0,0,,0
5392,2025-01-10,Chennai,Single Vision,1.5,4.37,Anti Glare,Aviator,1,QC,48,57,43,0,0,,0
5393,2025-12-08,Delhi,High Index,1.56,4.06,UV Protection,Rimless,0,Coating,168,53,188,0,0,Inventory Shortage,1
5394,2025-02-25,Delhi,Single Vision,1.56,3.47,Anti Glare,Full Rim,0,Order Placed,48,34,57,0,0,QC Failure,1
5395,2024-08-05,Mumbai,Progressive,1.6,-1.81,Photochromic,Aviator,1,Order Placed,120,44,185,0,0,,0
5396,2024-08-02,Hyderabad,Single Vision,1.67,-5.49,Anti Glare,Sports,1,Packing,48,53,28,0,0,,0
5397,2026-03-20,Bangalore,Single Vision,1.5,-3.4,Blue Cut,Full Rim,1,Packing,48,69,70,0,0,,0
5398,2025-07-23,Chennai,Single Vision,1.74,-7.37,Blue Cut,Full Rim,1,Assembly,48,4,46,0,0,,0
5399,2025-05-17,Mumbai,Single Vision,1.5,-1.92,Blue Cut,Full Rim,1,Lens Cutting,48,21,52,0,0,,0
5400,2024-12-27,Hyderabad,Single Vision,1.6,-0.25,UV Protection,Sports,1,Order Placed,48,55,32,0,0,,0
5401,2025-03-13,Mumbai,Single Vision,1.56,-4.06,Anti Glare,Full Rim,1,Packing,48,25,70,0,0,,0
5402,2024-11-01,Delhi,Progressive,1.6,-6.48,UV Protection,Aviator,1,Delivered,120,59,203,0,0,,0
5403,2026-06-09,Mumbai,Progressive,1.6,-5.53,Blue Cut,Full Rim,0,QC,120,33,89,0,0,,0
5404,2025-01-22,Bangalore,Bifocal,1.5,-3.86,UV Protection,Aviator,1,Packing,96,67,119,0,0,,0
5405,2025-08-27,Hyderabad,Progressive,1.74,-5.4,Anti Glare,Full Rim,1,Lens Cutting,120,70,160,0,0,,0
5406,2025-01-21,Bangalore,Single Vision,1.67,0.2,UV Protection,Half Rim,1,Packing,48,64,62,0,0,,0
5407,2026-03-01,Delhi,Single Vision,1.5,5.03,Anti Glare,Aviator,1,Packing,48,27,85,0,0,,0
5408,2026-04-04,Hyderabad,Bifocal,1.6,-7.1,Photochromic,Half Rim,1,Prescription Verification,96,63,106,0,0,,0
5409,2025-02-04,Delhi,Single Vision,1.67,2.28,UV Protection,Rimless,1,Lens Cutting,48,26,44,0,0,,0
5410,2025-12-02,Hyderabad,Progressive,1.6,1.41,UV Protection,Rimless,1,Lens Cutting,120,28,108,0,0,,0
5411,2025-10-11,Hyderabad,Progressive,1.5,-0.9,Blue Cut,Full Rim,1,QC,120,27,63,0,0,,0
5412,2025-05-20,Chennai,Single Vision,1.5,2.58,Blue Cut,Half Rim,0,Assembly,48,67,56,0,0,QC Failure,1
5413,2025-01-29,Bangalore,High Index,1.74,5.92,Blue Cut,Sports,1,Delivered,168,31,165,0,0,,0
5414,2024-09-06,Delhi,Progressive,1.6,3.57,Photochromic,Sports,1,Shipped,120,7,135,0,0,,0
5415,2024-10-24,Bangalore,Single Vision,1.67,-5.1,Photochromic,Sports,1,Order Placed,48,11,72,0,0,,0
5416,2024-09-16,Delhi,Bifocal,1.6,-2.62,Photochromic,Sports,1,Prescription Verification,96,19,91,0,0,,0
5417,2026-05-03,Delhi,Single Vision,1.56,2.88,Photochromic,Sports,1,Lens Cutting,48,67,39,0,0,,0
5418,2025-04-18,Mumbai,Single Vision,1.67,1.92,Blue Cut,Half Rim,1,Shipped,48,50,76,0,0,,0
5419,2025-12-19,Delhi,Single Vision,1.56,4.82,Anti Glare,Full Rim,0,Assembly,48,18,33,0,0,,0
5420,2024-06-24,Mumbai,Single Vision,1.56,-1.67,Anti Glare,Full Rim,1,QC,48,23,82,0,0,,0
5421,2025-01-24,Bangalore,Single Vision,1.6,-7.57,Photochromic,Full Rim,1,Prescription Verification,48,41,39,0,0,,0
5422,2025-08-14,Bangalore,Single Vision,1.74,-1.06,UV Protection,Half Rim,0,Lens Cutting,48,31,75,0,0,QC Failure,1
5423,2024-08-29,Bangalore,Single Vision,1.56,0.92,UV Protection,Half Rim,1,Assembly,48,71,46,0,0,,0
5424,2025-08-03,Hyderabad,Progressive,1.6,-7.49,Photochromic,Sports,0,Assembly,120,71,174,0,0,QC Failure,1
5425,2025-01-24,Mumbai,Bifocal,1.56,-0.04,Photochromic,Half Rim,1,Prescription Verification,96,35,120,0,0,,0
5426,2026-02-25,Mumbai,Single Vision,1.6,0.55,Photochromic,Sports,1,Coating,48,67,85,0,0,,0
5427,2026-05-16,Delhi,High Index,1.56,3.38,UV Protection,Rimless,0,Coating,168,18,260,0,0,Logistics Delay,1
5428,2025-03-03,Mumbai,Single Vision,1.5,0.72,Anti Glare,Full Rim,1,Shipped,48,18,85,0,0,,0
5429,2025-03-03,Bangalore,Single Vision,1.74,-1.23,Anti Glare,Half Rim,1,Prescription Verification,48,57,66,1,1,Logistics Delay,1
5430,2024-11-18,Bangalore,Single Vision,1.67,4.52,Photochromic,Rimless,1,Lens Cutting,48,48,45,0,0,,0
5431,2024-10-02,Mumbai,Progressive,1.6,-7.22,Photochromic,Full Rim,0,Shipped,120,65,181,0,0,QC Failure,1
5432,2025-04-11,Hyderabad,High Index,1.6,-0.88,Blue Cut,Half Rim,0,Delivered,168,28,235,0,0,Logistics Delay,1
5433,2024-09-29,Delhi,Single Vision,1.6,-7.21,UV Protection,Half Rim,1,Assembly,48,46,58,0,0,,0
5434,2025-03-03,Chennai,Bifocal,1.6,4.76,UV Protection,Full Rim,1,Lens Cutting,96,22,151,0,0,,0
5435,2025-10-02,Delhi,Single Vision,1.74,-0.26,Blue Cut,Rimless,1,Packing,48,71,52,0,0,,0
5436,2025-08-06,Mumbai,Progressive,1.74,-0.77,Anti Glare,Half Rim,1,Prescription Verification,120,8,72,0,0,,0
5437,2025-06-16,Bangalore,Progressive,1.56,-7.21,Blue Cut,Full Rim,1,Prescription Verification,120,4,109,0,0,,0
5438,2025-09-05,Bangalore,Progressive,1.56,4.59,UV Protection,Sports,1,Delivered,120,53,184,0,0,,0
5439,2025-08-04,Chennai,Progressive,1.67,-6.69,Blue Cut,Aviator,1,Assembly,120,12,85,0,0,,0
5440,2024-11-12,Hyderabad,Single Vision,1.74,-0.17,Anti Glare,Aviator,1,Packing,48,39,50,0,0,,0
5441,2025-09-02,Hyderabad,Single Vision,1.5,-4.82,Photochromic,Aviator,1,Prescription Verification,48,53,50,0,0,,0
5442,2024-07-30,Delhi,Bifocal,1.6,-2.6,Anti Glare,Rimless,1,Packing,96,42,53,0,0,,0
5443,2024-10-17,Delhi,Single Vision,1.74,5.81,Blue Cut,Aviator,1,Order Placed,48,63,51,0,0,,0
5444,2025-08-08,Mumbai,Single Vision,1.67,-6.92,UV Protection,Full Rim,1,Coating,48,32,66,0,0,,0
5445,2026-01-20,Chennai,Progressive,1.67,5.81,UV Protection,Half Rim,1,Delivered,120,55,188,0,0,,0
5446,2024-08-15,Mumbai,Bifocal,1.5,-6.96,Anti Glare,Half Rim,1,Shipped,96,4,159,0,0,,0
5447,2024-07-02,Mumbai,Single Vision,1.67,1.89,UV Protection,Half Rim,1,QC,48,8,63,0,0,,0
5448,2025-01-23,Bangalore,Single Vision,1.6,-3.45,Anti Glare,Sports,1,Delivered,48,19,80,1,1,Supplier Delay,1
5449,2026-04-07,Bangalore,Single Vision,1.74,5.22,UV Protection,Sports,0,Shipped,48,34,28,0,0,,0
5450,2025-09-26,Chennai,Progressive,1.74,5.42,Photochromic,Aviator,1,QC,120,72,102,0,0,,0
5451,2025-11-01,Hyderabad,High Index,1.67,-2.18,Blue Cut,Half Rim,1,Delivered,168,39,199,0,0,,0
5452,2025-02-28,Delhi,High Index,1.56,-1.65,Blue Cut,Aviator,1,Lens Cutting,168,13,143,0,0,,0
5453,2024-12-09,Bangalore,Bifocal,1.6,4.26,Anti Glare,Rimless,0,Order Placed,96,10,93,0,0,,0
5454,2024-12-23,Mumbai,Progressive,1.6,0.14,Anti Glare,Rimless,1,Order Placed,120,66,92,1,1,,0
5455,2025-09-02,Delhi,Single Vision,1.5,2.82,Anti Glare,Aviator,1,QC,48,43,50,1,1,Machine Downtime,1
5456,2026-04-10,Hyderabad,Progressive,1.6,2.36,Photochromic,Full Rim,0,Prescription Verification,120,35,213,0,0,Logistics Delay,1
5457,2025-02-01,Chennai,Progressive,1.67,-5.69,Anti Glare,Rimless,1,Order Placed,120,42,61,1,1,,0
5458,2024-11-19,Hyderabad,Single Vision,1.5,3.13,UV Protection,Sports,0,Packing,48,15,83,0,0,Inventory Shortage,1
5459,2025-04-13,Bangalore,Single Vision,1.56,4.81,Photochromic,Full Rim,1,Coating,48,37,44,0,0,,0
5460,2026-04-07,Bangalore,Bifocal,1.56,4.49,Photochromic,Sports,1,Order Placed,96,24,82,0,0,,0
5461,2024-07-26,Bangalore,Single Vision,1.74,-6.96,Anti Glare,Half Rim,1,Lens Cutting,48,27,83,0,0,,0
5462,2026-03-02,Delhi,Single Vision,1.74,-5.74,Anti Glare,Rimless,0,Order Placed,48,7,45,0,0,,0
5463,2025-02-24,Mumbai,Single Vision,1.67,-4.82,UV Protection,Sports,1,Order Placed,48,38,83,0,0,,0
5464,2025-05-18,Mumbai,Bifocal,1.56,3.51,Blue Cut,Rimless,1,Prescription Verification,96,9,103,0,0,,0
5465,2025-03-22,Chennai,Bifocal,1.67,4.63,Anti Glare,Half Rim,1,Packing,96,52,118,0,0,,0
5466,2026-01-28,Mumbai,Single Vision,1.56,0.87,Anti Glare,Half Rim,1,QC,48,13,36,0,0,,0
5467,2025-02-23,Bangalore,Single Vision,1.74,-4.43,Photochromic,Half Rim,1,Coating,48,27,26,0,0,,0
5468,2025-11-02,Delhi,Progressive,1.6,4.57,Photochromic,Aviator,1,Prescription Verification,120,15,127,0,0,,0
5469,2025-08-24,Delhi,Single Vision,1.5,-4.55,Photochromic,Half Rim,1,Delivered,48,32,29,0,0,,0
5470,2025-04-18,Delhi,Single Vision,1.67,-3.71,Photochromic,Sports,1,Lens Cutting,48,30,35,0,0,,0
5471,2025-01-17,Chennai,Progressive,1.5,-1.25,Blue Cut,Sports,1,Order Placed,120,64,90,0,0,,0
5472,2024-10-31,Delhi,Bifocal,1.67,-7.08,Blue Cut,Half Rim,1,Packing,96,25,163,0,0,,0
5473,2024-09-10,Mumbai,High Index,1.67,-2.15,Photochromic,Sports,0,Lens Cutting,168,36,221,0,0,Supplier Delay,1
5474,2026-03-07,Mumbai,Single Vision,1.67,1.28,UV Protection,Aviator,1,QC,48,9,59,0,0,,0
5475,2025-03-23,Mumbai,Progressive,1.67,-1.57,Photochromic,Sports,1,Lens Cutting,120,59,180,0,0,,0
5476,2025-10-17,Delhi,Single Vision,1.56,-7.82,Photochromic,Full Rim,1,Shipped,48,67,24,0,0,,0
5477,2025-05-12,Delhi,Single Vision,1.5,2.33,UV Protection,Rimless,1,Coating,48,12,70,0,0,,0
5478,2025-01-11,Bangalore,Bifocal,1.6,2.32,Anti Glare,Sports,0,Lens Cutting,96,28,87,0,0,,0
5479,2024-10-12,Hyderabad,Progressive,1.74,0.8,UV Protection,Half Rim,1,Shipped,120,67,198,0,0,,0
5480,2024-10-25,Bangalore,Single Vision,1.67,-4.67,Anti Glare,Sports,0,Order Placed,48,63,37,0,0,,0
5481,2024-11-06,Mumbai,Single Vision,1.67,1.68,Blue Cut,Full Rim,1,Order Placed,48,23,26,0,0,,0
5482,2026-04-05,Bangalore,Bifocal,1.67,-0.76,Anti Glare,Half Rim,1,Coating,96,49,108,0,0,,0
5483,2025-05-07,Chennai,Single Vision,1.5,-2.1,Blue Cut,Rimless,0,Order Placed,48,69,70,0,0,QC Failure,1
5484,2025-03-01,Mumbai,Single Vision,1.6,5.38,Anti Glare,Sports,1,Order Placed,48,27,50,0,0,,0
5485,2025-12-12,Bangalore,Single Vision,1.6,-5.14,Anti Glare,Aviator,0,Order Placed,48,6,82,0,0,Inventory Shortage,1
5486,2024-10-15,Chennai,High Index,1.6,-4.16,Anti Glare,Aviator,0,Shipped,168,20,167,1,1,QC Failure,1
5487,2025-02-10,Hyderabad,Single Vision,1.5,0.72,UV Protection,Half Rim,1,Order Placed,48,27,83,0,0,,0
5488,2026-05-13,Delhi,Single Vision,1.5,-2.04,Photochromic,Aviator,1,Order Placed,48,72,39,0,0,,0
5489,2026-02-13,Mumbai,Single Vision,1.56,3.2,Photochromic,Aviator,1,Delivered,48,46,43,0,0,,0
5490,2026-02-24,Bangalore,Bifocal,1.6,3.48,Photochromic,Sports,0,Delivered,96,17,88,0,0,,0
5491,2025-04-27,Hyderabad,Progressive,1.5,4.95,Blue Cut,Aviator,1,Order Placed,120,41,123,1,1,Machine Downtime,1
5492,2026-02-26,Chennai,Bifocal,1.56,-2.49,Anti Glare,Aviator,0,Coating,96,9,146,0,0,Logistics Delay,1
5493,2026-05-21,Mumbai,Bifocal,1.5,2.08,UV Protection,Rimless,1,QC,96,29,160,0,0,,0
5494,2024-07-07,Delhi,Single Vision,1.56,-5.32,Photochromic,Aviator,1,Packing,48,34,32,0,0,,0
5495,2026-02-16,Mumbai,Single Vision,1.5,4.14,UV Protection,Half Rim,1,Order Placed,48,65,58,0,0,,0
5496,2025-10-07,Bangalore,Bifocal,1.74,3.89,Anti Glare,Aviator,1,QC,96,50,155,1,1,Inventory Shortage,1
5497,2024-12-22,Delhi,Single Vision,1.74,1.15,Anti Glare,Rimless,1,Coating,48,55,39,0,0,,0
5498,2025-11-06,Mumbai,Single Vision,1.67,1.21,Blue Cut,Rimless,0,Delivered,48,1,61,0,0,Machine Downtime,1
5499,2026-01-06,Chennai,Single Vision,1.6,-4.6,Photochromic,Half Rim,1,QC,48,66,35,0,0,,0
5500,2025-01-29,Hyderabad,Single Vision,1.67,-1.28,UV Protection,Rimless,1,Packing,48,26,47,0,0,,0
5501,2026-02-02,Chennai,Bifocal,1.6,-6.4,Photochromic,Half Rim,1,QC,96,27,60,0,0,,0
5502,2026-05-20,Delhi,Progressive,1.6,-3.82,Photochromic,Rimless,1,Order Placed,120,63,202,0,0,,0
5503,2025-05-10,Delhi,Single Vision,1.74,2.2,Photochromic,Rimless,1,Packing,48,38,36,0,0,,0
5504,2024-12-31,Bangalore,Bifocal,1.67,1.35,UV Protection,Rimless,1,Prescription Verification,96,30,89,0,0,,0
5505,2024-06-24,Delhi,Single Vision,1.6,-7.45,Blue Cut,Rimless,1,Lens Cutting,48,21,48,1,1,,0
5506,2026-03-23,Delhi,Single Vision,1.56,5.12,Photochromic,Rimless,1,Shipped,48,14,32,0,0,,0
5507,2026-05-17,Delhi,Progressive,1.67,5.3,Blue Cut,Aviator,0,QC,120,30,149,0,0,Inventory Shortage,1
5508,2025-12-02,Delhi,Progressive,1.67,5.75,Photochromic,Half Rim,0,Coating,120,10,82,0,0,Supplier Delay,1
5509,2025-04-25,Hyderabad,High Index,1.56,3.44,Photochromic,Rimless,0,Lens Cutting,168,60,106,0,0,,0
